Entities,Counts,Appearance_Percent,Popularity,Normalized Score,Popularity_Growth
John Darnielle,1,3.85,3.85,0.0,0.0
Dragons Tracklist,1,3.85,3.85,0.0,0.0
Sicilian CrestDarnielle,1,3.85,3.85,0.0,0.0
The Gathering,1,3.85,3.85,0.0,0.0
Download |,1,3.85,3.85,0.0,0.0
Black Velvet,1,3.85,3.85,0.0,0.0
Kate Tempest,1,3.85,3.85,0.0,0.0
DeShawn,1,3.85,3.85,0.0,0.0
Tom DeLonge,1,3.85,3.85,0.0,0.0
Seekae,1,3.85,3.85,0.0,0.0
Hence,1,3.85,3.85,0.0,0.0
Shane,1,3.85,3.85,0.0,0.0
Darkthrone,1,3.85,3.85,0.0,0.0
Darkthrone’s,1,3.85,3.85,0.0,0.0
Olivia Walker,1,3.85,3.85,0.0,0.0
Anjolee Williams,1,3.85,3.85,0.0,0.0
Armageddon,1,3.85,3.85,0.0,0.0
Spongebob,1,3.85,3.85,0.0,0.0
Elysian Park,1,3.85,3.85,0.0,0.0
David Ruffin,1,3.85,3.85,0.0,0.0
Shores,1,3.85,3.85,0.0,0.0
Viceland’s,1,3.85,3.85,0.0,0.0
”Shawn,1,3.85,3.85,0.0,0.0
Brunswick East,1,3.85,3.85,0.0,0.0
The Throne,1,3.85,3.85,0.0,0.0
Noonie Bao,1,3.85,3.85,0.0,0.0
Oscar Görres,1,3.85,3.85,0.0,0.0
Boris Brejcha,1,3.85,3.85,0.0,0.0
MARINA’s,1,3.85,3.85,0.0,0.0
Marina Diamandis,1,3.85,3.85,0.0,0.0
Be Strong,1,3.85,3.85,0.0,0.0
Phil Weinrobe,1,3.85,3.85,0.0,0.0
Novocaine,1,3.85,3.85,0.0,0.0
Glenn Campbell’s,1,3.85,3.85,0.0,0.0
King Gizzard & The Lizard Wizard,1,3.85,3.85,0.0,0.0
Sketches,1,3.85,3.85,0.0,0.0
Elderbrook,1,3.85,3.85,0.0,0.0
ARTBAT,1,3.85,3.85,0.0,0.0
Sofia Reyes,1,3.85,3.85,0.0,0.0
! Haha,1,3.85,3.85,0.0,0.0
Fleetwood Mac,1,3.85,3.85,0.0,0.0
Big Sur,1,3.85,3.85,0.0,0.0
Serj’s,1,3.85,3.85,0.0,0.0
Celtic Frost,1,3.85,3.85,0.0,0.0
Sanford Parker,1,3.85,3.85,0.0,0.0
Voivod,1,3.85,3.85,0.0,0.0
“Let’s Rock,1,3.85,3.85,0.0,0.0
DOOM,1,3.85,3.85,0.0,0.0
DJ Muggs,1,3.85,3.85,0.0,0.0
System,1,3.85,3.85,0.0,0.0
Serj Tankian,1,3.85,3.85,0.0,0.0
The Walking Dead,1,3.85,3.85,0.0,0.0
Dethklok,1,3.85,3.85,0.0,0.0
Brendon Small,1,3.85,3.85,0.0,0.0
Bradley Whitford,1,3.85,3.85,0.0,0.0
Alabama Shakes,1,3.85,3.85,0.0,0.0
Sally Hawkins,1,3.85,3.85,0.0,0.0
Daron Malakian,1,3.85,3.85,0.0,0.0
Skit,1,3.85,3.85,0.0,0.0
Afropunk Brooklyn,1,3.85,3.85,0.0,0.0
ARIZONA BABY,1,3.85,3.85,0.0,0.0
Rebuild,1,3.85,3.85,0.0,0.0
The Menzingers,1,3.85,3.85,0.0,0.0
Kweller,1,3.85,3.85,0.0,0.0
Blue Blazer,1,3.85,3.85,0.0,0.0
Stu Mackenzie,1,3.85,3.85,0.0,0.0
Magical Thinking,1,3.85,3.85,0.0,0.0
Zombie Juice,1,3.85,3.85,0.0,0.0
The Underachievers,1,3.85,3.85,0.0,0.0
07/18 – Cardiff,1,3.85,3.85,0.0,0.0
Turning Away,1,3.85,3.85,0.0,0.0
NY @ Gramercy Theatre,1,3.85,3.85,0.0,0.0
MI @ Shelter,1,3.85,3.85,0.0,0.0
– Tinley Park,1,3.85,3.85,0.0,0.0
Chula Vista,1,3.85,3.85,0.0,0.0
Emily Retsas,1,3.85,3.85,0.0,0.0
Jonas Mekas,1,3.85,3.85,0.0,0.0
Allah-Las’,1,3.85,3.85,0.0,0.0
Bad Boys”,1,3.85,3.85,0.0,0.0
Ledesma – Swell,1,3.85,3.85,0.0,0.0
Barrow & co.,1,3.85,3.85,0.0,0.0
Stills,1,3.85,3.85,0.0,0.0
– Stavanger,1,3.85,3.85,0.0,0.0
Nash & Young,1,3.85,3.85,0.0,0.0
These Things Happen,1,3.85,3.85,0.0,0.0
Jiwani,1,3.85,3.85,0.0,0.0
Krooked,1,3.85,3.85,0.0,0.0
Baldwin,1,3.85,3.85,0.0,0.0
The Maxx,1,3.85,3.85,0.0,0.0
Liquid Sky)Toronto,1,3.85,3.85,0.0,0.0
Doug Ford,1,3.85,3.85,0.0,0.0
Valentine’s Day,1,3.85,3.85,0.0,0.0
"ES @ Primavera Sound Festival
",1,3.85,3.85,0.0,0.0
UK @,1,3.85,3.85,0.0,0.0
Cat Stevens,1,3.85,3.85,0.0,0.0
Homme’s,1,3.85,3.85,0.0,0.0
05/01 – Dallas,1,3.85,3.85,0.0,0.0
Crosby,1,3.85,3.85,0.0,0.0
Duckwrth’s,1,3.85,3.85,0.0,0.0
– Malmo,1,3.85,3.85,0.0,0.0
Duckwrth,1,3.85,3.85,0.0,0.0
Ride’s,1,3.85,3.85,0.0,0.0
The Kinks,1,3.85,3.85,0.0,0.0
The Zombies,1,3.85,3.85,0.0,0.0
The Fall,1,3.85,3.85,0.0,0.0
Sonic Youth,1,3.85,3.85,0.0,0.0
"Minutes
",1,3.85,3.85,0.0,0.0
Tim Heidecker’s,1,3.85,3.85,0.0,0.0
Remo Drive,1,3.85,3.85,0.0,0.0
Erik and,1,3.85,3.85,0.0,0.0
Remo Drive’s,1,3.85,3.85,0.0,0.0
Everyday Degradation,1,3.85,3.85,0.0,0.0
"The Grind
",1,3.85,3.85,0.0,0.0
Rancid’s The Bash Music & Craft Beer,1,3.85,3.85,0.0,0.0
Florence Welch,1,3.85,3.85,0.0,0.0
the Machine,1,3.85,3.85,0.0,0.0
D.B. Weiss,1,3.85,3.85,0.0,0.0
Florence’s,1,3.85,3.85,0.0,0.0
Thomas Bartlett,1,3.85,3.85,0.0,0.0
Jesse Hughes,1,3.85,3.85,0.0,0.0
KISS,1,3.85,3.85,0.0,0.0
The Ramones,1,3.85,3.85,0.0,0.0
George Michael,1,3.85,3.85,0.0,0.0
DE @ MarX,1,3.85,3.85,0.0,0.0
"BE @ De Kreun
",1,3.85,3.85,0.0,0.0
Brody Dalle,1,3.85,3.85,0.0,0.0
Modern Life Is War,1,3.85,3.85,0.0,0.0
Lucius,1,3.85,3.85,0.0,0.0
Dan,1,3.85,3.85,0.0,0.0
Electric Performing The Best Songs We Never Wrote Artwork,1,3.85,3.85,0.0,0.0
EODM,1,3.85,3.85,0.0,0.0
GN’R,1,3.85,3.85,0.0,0.0
Cash’s,1,3.85,3.85,0.0,0.0
2”.(Read,1,3.85,3.85,0.0,0.0
Jean Deaux,1,3.85,3.85,0.0,0.0
Leonardo DiCaprio,1,3.85,3.85,0.0,0.0
Kevin Hart,1,3.85,3.85,0.0,0.0
"Shawn Mendes
",1,3.85,3.85,0.0,0.0
Giraffe,1,3.85,3.85,0.0,0.0
2015’s Big GRRRL Small World,1,3.85,3.85,0.0,0.0
Yourself &,1,3.85,3.85,0.0,0.0
Sydney Wayser,1,3.85,3.85,0.0,0.0
The Afghan Whigs,1,3.85,3.85,0.0,0.0
Elhae,1,3.85,3.85,0.0,0.0
Scott,1,3.85,3.85,0.0,0.0
OUTRO,1,3.85,3.85,0.0,0.0
WE ARE,1,3.85,3.85,0.0,0.0
"CA @ Microsoft Theater
",1,3.85,3.85,0.0,0.0
Ghettoboy,1,3.85,3.85,0.0,0.0
Nicki Minaj’s,1,3.85,3.85,0.0,0.0
Nicki,1,3.85,3.85,0.0,0.0
John Waters,1,3.85,3.85,0.0,0.0
CongratulationsThe Hollywood Vampires,1,3.85,3.85,0.0,0.0
Richard Kruspe,1,3.85,3.85,0.0,0.0
Mary J. Blige,1,3.85,3.85,0.0,0.0
John Hill,1,3.85,3.85,0.0,0.0
Nic Jodoin (The Coathangers,1,3.85,3.85,0.0,0.0
EPOCH,1,3.85,3.85,0.0,0.0
Cobra Verde,1,3.85,3.85,0.0,0.0
Akron,1,3.85,3.85,0.0,0.0
Described,1,3.85,3.85,0.0,0.0
Black Keys’,1,3.85,3.85,0.0,0.0
Mike Dean,1,3.85,3.85,0.0,0.0
Maluma’s,1,3.85,3.85,0.0,0.0
Des Moines,1,3.85,3.85,0.0,0.0
Iowa,1,3.85,3.85,0.0,0.0
Independence,1,3.85,3.85,0.0,0.0
Tycho,1,3.85,3.85,0.0,0.0
Allowing,1,3.85,3.85,0.0,0.0
Easy’,1,3.85,3.85,0.0,0.0
CLARA-NOVA,1,3.85,3.85,0.0,0.0
Black Balloons Reprise,1,3.85,3.85,0.0,0.0
Kurt Vile,1,3.85,3.85,0.0,0.0
Barack Obama’s Favorite Songs,1,3.85,3.85,0.0,0.0
AU @ Byron Bay Bluesfest,1,3.85,3.85,0.0,0.0
AU @ The Rosemount Hotel,1,3.85,3.85,0.0,0.0
– Lille,1,3.85,3.85,0.0,0.0
BE @ Rock Werchter,1,3.85,3.85,0.0,0.0
– Glastonbury,1,3.85,3.85,0.0,0.0
– Providence,1,3.85,3.85,0.0,0.0
N @ Skyloft,1,3.85,3.85,0.0,0.0
Dan Molad,1,3.85,3.85,0.0,0.0
The 20 Richest,1,3.85,3.85,0.0,0.0
CZ @ Chapeau Rouge,1,3.85,3.85,0.0,0.0
Issa Gold,1,3.85,3.85,0.0,0.0
Frankie Beverly,1,3.85,3.85,0.0,0.0
Stuck,1,3.85,3.85,0.0,0.0
NCT 127,1,3.85,3.85,0.0,0.0
NCT 127’s,1,3.85,3.85,0.0,0.0
Chronicles’,1,3.85,3.85,0.0,0.0
Florence Project,1,3.85,3.85,0.0,0.0
Bradley Cooper’s,1,3.85,3.85,0.0,0.0
Portsmouth,1,3.85,3.85,0.0,0.0
Providence,1,3.85,3.85,0.0,0.0
Norwalk,1,3.85,3.85,0.0,0.0
Cincinnati,1,3.85,3.85,0.0,0.0
The Lips’,1,3.85,3.85,0.0,0.0
Bloomington,1,3.85,3.85,0.0,0.0
Briston Maroney,1,3.85,3.85,0.0,0.0
Maroney’s,1,3.85,3.85,0.0,0.0
Juno,1,3.85,3.85,0.0,0.0
Grandmas,1,3.85,3.85,0.0,0.0
Rachel Goswell,1,3.85,3.85,0.0,0.0
The Soft Cavalry Tracklist,1,3.85,3.85,0.0,0.0
In the End,1,3.85,3.85,0.0,0.0
Marilyn Manson,1,3.85,3.85,0.0,0.0
Mincolla,1,3.85,3.85,0.0,0.0
Ministry,1,3.85,3.85,0.0,0.0
"Greet Death
",1,3.85,3.85,0.0,0.0
Young Widows,1,3.85,3.85,0.0,0.0
Scotty Iulianelli,1,3.85,3.85,0.0,0.0
GANGIN II,1,3.85,3.85,0.0,0.0
Florence + the Machine,1,3.85,3.85,0.0,0.0
– Roskilde,1,3.85,3.85,0.0,0.0
NJ @ White Eagle Hall,1,3.85,3.85,0.0,0.0
Powers Pleasant,1,3.85,3.85,0.0,0.0
Barcelona’s Primavera Sound,1,3.85,3.85,0.0,0.0
Sixteen’,1,3.85,3.85,0.0,0.0
Shepherd’s,1,3.85,3.85,0.0,0.0
Gary Sinise,1,3.85,3.85,0.0,0.0
Death Punch,1,3.85,3.85,0.0,0.0
Tim Lambesis,1,3.85,3.85,0.0,0.0
AILD,1,3.85,3.85,0.0,0.0
RM’s,1,3.85,3.85,0.0,0.0
Carl Jung,1,3.85,3.85,0.0,0.0
The Moth,1,3.85,3.85,0.0,0.0
The Social Experiment’s,1,3.85,3.85,0.0,0.0
up/ Has,1,3.85,3.85,0.0,0.0
Tame,1,3.85,3.85,0.0,0.0
Winners Circle,1,3.85,3.85,0.0,0.0
Chosen One,1,3.85,3.85,0.0,0.0
Sonyae Elise,1,3.85,3.85,0.0,0.0
Jet Black,1,3.85,3.85,0.0,0.0
YEBBA,1,3.85,3.85,0.0,0.0
Howard Stern,1,3.85,3.85,0.0,0.0
The Fader,1,3.85,3.85,0.0,0.0
Cloakroom,1,3.85,3.85,0.0,0.0
@ Lee,1,3.85,3.85,0.0,0.0
Jónsi,1,3.85,3.85,0.0,0.0
The Womb,1,3.85,3.85,0.0,0.0
Mazzy Star,1,3.85,3.85,0.0,0.0
Apollo Sunshine,1,3.85,3.85,0.0,0.0
Kevin Morby,1,3.85,3.85,0.0,0.0
Benjamin Booker,1,3.85,3.85,0.0,0.0
Musicians,1,3.85,3.85,0.0,0.0
Grooves,1,3.85,3.85,0.0,0.0
Ben’s,1,3.85,3.85,0.0,0.0
Mystikal,1,3.85,3.85,0.0,0.0
Bars of Gold,1,3.85,3.85,0.0,0.0
Marc,1,3.85,3.85,0.0,0.0
Coloring Book,1,3.85,3.85,0.0,0.0
Jesca Hoop,1,3.85,3.85,0.0,0.0
CA @ Bootleg Theatre,1,3.85,3.85,0.0,0.0
Deafheaven,1,3.85,3.85,0.0,0.0
DE @ Hakken,1,3.85,3.85,0.0,0.0
DE @ Privatclub,1,3.85,3.85,0.0,0.0
– Zurich,1,3.85,3.85,0.0,0.0
– Oxford,1,3.85,3.85,0.0,0.0
Sunlit Youth,1,3.85,3.85,0.0,0.0
Silversun Pickups,1,3.85,3.85,0.0,0.0
Garbage,1,3.85,3.85,0.0,0.0
Joe Lester’s,1,3.85,3.85,0.0,0.0
Brian Aubert,1,3.85,3.85,0.0,0.0
’s Weeds,1,3.85,3.85,0.0,0.0
John Baizley,1,3.85,3.85,0.0,0.0
Vile’s,1,3.85,3.85,0.0,0.0
KY @ Bourbon & Beyond&,1,3.85,3.85,0.0,0.0
Dave Baksh,1,3.85,3.85,0.0,0.0
– Buffalo,1,3.85,3.85,0.0,0.0
Chorus,1,3.85,3.85,0.0,0.0
SHELTERS,1,3.85,3.85,0.0,0.0
Others,1,3.85,3.85,0.0,0.0
Crumb’s,1,3.85,3.85,0.0,0.0
Queen’s Brian May,1,3.85,3.85,0.0,0.0
Brian’s,1,3.85,3.85,0.0,0.0
Young Enough,1,3.85,3.85,0.0,0.0
Hateful,1,3.85,3.85,0.0,0.0
BE @ Pukkelpop,1,3.85,3.85,0.0,0.0
“‘Dépaysé’,1,3.85,3.85,0.0,0.0
Lord Huron,1,3.85,3.85,0.0,0.0
Tierra Whack’s,1,3.85,3.85,0.0,0.0
Led Zeppelin,1,3.85,3.85,0.0,0.0
Tom Petty’s,1,3.85,3.85,0.0,0.0
Download | Listen,1,3.85,3.85,0.0,0.0
The Warriors,1,3.85,3.85,0.0,0.0
Bear vs. Shark,1,3.85,3.85,0.0,0.0
Layers,1,3.85,3.85,0.0,0.0
@ Larimer Lounge,1,3.85,3.85,0.0,0.0
"Lala Lala
",1,3.85,3.85,0.0,0.0
The Internet,1,3.85,3.85,0.0,0.0
Stone Sour,1,3.85,3.85,0.0,0.0
Ice Nine Kills,1,3.85,3.85,0.0,0.0
The 5th Dimension,1,3.85,3.85,0.0,0.0
Sam Cohen,1,3.85,3.85,0.0,0.0
Kamaal Williams,1,3.85,3.85,0.0,0.0
Nick Jones,1,3.85,3.85,0.0,0.0
STONECHILD,1,3.85,3.85,0.0,0.0
Nyon,1,3.85,3.85,0.0,0.0
FR @ Le Point Ephémère,1,3.85,3.85,0.0,0.0
Tripmastaz,1,3.85,3.85,0.0,0.0
– Ferrara,1,3.85,3.85,0.0,0.0
AURORA,1,3.85,3.85,0.0,0.0
Natalie Prass,1,3.85,3.85,0.0,0.0
Step II,1,3.85,3.85,0.0,0.0
Tayla Parx,1,3.85,3.85,0.0,0.0
Parx,1,3.85,3.85,0.0,0.0
Teyana Taylor,1,3.85,3.85,0.0,0.0
Homiesexual,1,3.85,3.85,0.0,0.0
Sam Brown (,1,3.85,3.85,0.0,0.0
Happy Birthday,1,3.85,3.85,0.0,0.0
Rebound,1,3.85,3.85,0.0,0.0
Joseph Chilliams,1,3.85,3.85,0.0,0.0
Mick Jenkins,1,3.85,3.85,0.0,0.0
Gang’s JIMMY,1,3.85,3.85,0.0,0.0
Theodore Sefcik,1,3.85,3.85,0.0,0.0
Brightly,1,3.85,3.85,0.0,0.0
Sultana,1,3.85,3.85,0.0,0.0
BottleRock Napa Valley,1,3.85,3.85,0.0,0.0
Operators,1,3.85,3.85,0.0,0.0
Dan Boeckner,1,3.85,3.85,0.0,0.0
DE @ Columbiahalle,1,3.85,3.85,0.0,0.0
@ Les,1,3.85,3.85,0.0,0.0
Light Years”,1,3.85,3.85,0.0,0.0
DE @ Luxor,1,3.85,3.85,0.0,0.0
FL @ The Abbey,1,3.85,3.85,0.0,0.0
Problems,1,3.85,3.85,0.0,0.0
Fear the Light,1,3.85,3.85,0.0,0.0
– Codroipo,1,3.85,3.85,0.0,0.0
Handsome Furs,1,3.85,3.85,0.0,0.0
NL @ Down The Rabbit Hole,1,3.85,3.85,0.0,0.0
The Mars Volta,1,3.85,3.85,0.0,0.0
Tom Carroll,1,3.85,3.85,0.0,0.0
Sego’s,1,3.85,3.85,0.0,0.0
Lady Lamb,1,3.85,3.85,0.0,0.0
Cuddle Magic,1,3.85,3.85,0.0,0.0
Kimbra,1,3.85,3.85,0.0,0.0
Okkervil River,1,3.85,3.85,0.0,0.0
Spaltro,1,3.85,3.85,0.0,0.0
“Strange Maneuvers”:“Strange Maneuvers,1,3.85,3.85,0.0,0.0
Disciple”:“Young Disciple,1,3.85,3.85,0.0,0.0
Ringworm,1,3.85,3.85,0.0,0.0
Marina’s,1,3.85,3.85,0.0,0.0
Marissa Nadler)Nadler,1,3.85,3.85,0.0,0.0
Nadler,1,3.85,3.85,0.0,0.0
FR @ Zénith Paris,1,3.85,3.85,0.0,0.0
Paul’s,1,3.85,3.85,0.0,0.0
"BE @ Botanique Orangerie
04/11 – Cologne",1,3.85,3.85,0.0,0.0
DE @ Mojo,1,3.85,3.85,0.0,0.0
UK @ Glastonbury Festival,1,3.85,3.85,0.0,0.0
Devojka’s,1,3.85,3.85,0.0,0.0
New Bomb Turks,1,3.85,3.85,0.0,0.0
Divine Fits,1,3.85,3.85,0.0,0.0
Wallis Lane,1,3.85,3.85,0.0,0.0
Light”,1,3.85,3.85,0.0,0.0
As Stereogum,1,3.85,3.85,0.0,0.0
The Get Up Kids’,1,3.85,3.85,0.0,0.0
Titus’,1,3.85,3.85,0.0,0.0
Andronicus,1,3.85,3.85,0.0,0.0
Cooper,1,3.85,3.85,0.0,0.0
As Lahey,1,3.85,3.85,0.0,0.0
Lahey,1,3.85,3.85,0.0,0.0
– Cardiff,1,3.85,3.85,0.0,0.0
– Brisbane,1,3.85,3.85,0.0,0.0
Phish,1,3.85,3.85,0.0,0.0
AU @ Metro Theatre,1,3.85,3.85,0.0,0.0
BC @ Biltmore Cabaret,1,3.85,3.85,0.0,0.0
The Baltimore,1,3.85,3.85,0.0,0.0
Dynamics,1,3.85,3.85,0.0,0.0
Nancy Whang,1,3.85,3.85,0.0,0.0
Blonde Redhead B,1,3.85,3.85,0.0,0.0
Adrianne Lenker,1,3.85,3.85,0.0,0.0
Blush,1,3.85,3.85,0.0,0.0
Trey Anastasio,1,3.85,3.85,0.0,0.0
Buuren,1,3.85,3.85,0.0,0.0
Poorchoice,1,3.85,3.85,0.0,0.0
Ewijk,1,3.85,3.85,0.0,0.0
Katowice,1,3.85,3.85,0.0,0.0
Surprise!,1,3.85,3.85,0.0,0.0
! Can,1,3.85,3.85,0.0,0.0
Yes!,1,3.85,3.85,0.0,0.0
Zenyatta,1,3.85,3.85,0.0,0.0
Actually Virtual,1,3.85,3.85,0.0,0.0
The LP’s,1,3.85,3.85,0.0,0.0
Mauro Refosco,1,3.85,3.85,0.0,0.0
Alex Lahey,1,3.85,3.85,0.0,0.0
– Stuttgart,1,3.85,3.85,0.0,0.0
DK @ Royal,1,3.85,3.85,0.0,0.0
Azealia Banks,1,3.85,3.85,0.0,0.0
“Shallow,1,3.85,3.85,0.0,0.0
Saint Vitus,1,3.85,3.85,0.0,0.0
"Thantifaxath
",1,3.85,3.85,0.0,0.0
Monét’s,1,3.85,3.85,0.0,0.0
Lou Reed’s,1,3.85,3.85,0.0,0.0
TAB,1,3.85,3.85,0.0,0.0
Stone Roses,1,3.85,3.85,0.0,0.0
David Ashton,1,3.85,3.85,0.0,0.0
Priests’,1,3.85,3.85,0.0,0.0
Grimes’,1,3.85,3.85,0.0,0.0
Musk’s,1,3.85,3.85,0.0,0.0
Nick Evol,1,3.85,3.85,0.0,0.0
CA @ Greek Theatre,1,3.85,3.85,0.0,0.0
Collecting,1,3.85,3.85,0.0,0.0
Perry,1,3.85,3.85,0.0,0.0
McG,1,3.85,3.85,0.0,0.0
Fishman,1,3.85,3.85,0.0,0.0
Tony Markellis,1,3.85,3.85,0.0,0.0
Century Women,1,3.85,3.85,0.0,0.0
AU @ Rock Rover,1,3.85,3.85,0.0,0.0
Gail Ann Dorsey,1,3.85,3.85,0.0,0.0
"UK @ British Summer Time
",1,3.85,3.85,0.0,0.0
DE @ Stadtpark,1,3.85,3.85,0.0,0.0
Coura,1,3.85,3.85,0.0,0.0
Mark E Smith,1,3.85,3.85,0.0,0.0
@ Doug,1,3.85,3.85,0.0,0.0
Landlady,1,3.85,3.85,0.0,0.0
Lissat – Like A G6Luca Debonaire – Somebody Else,1,3.85,3.85,0.0,0.0
Wildfire – Only You,1,3.85,3.85,0.0,0.0
Essentials – Sexy,1,3.85,3.85,0.0,0.0
Alok – Do It AgainSultan + Shepard,1,3.85,3.85,0.0,0.0
Palindromes – Notre DameTIBA,1,3.85,3.85,0.0,0.0
Robin & Dina – SomethingTokyo Project,1,3.85,3.85,0.0,0.0
JustLuke – Be The OneWill Clarke,1,3.85,3.85,0.0,0.0
Quix,1,3.85,3.85,0.0,0.0
Dimitri Vegas,1,3.85,3.85,0.0,0.0
– Queens,1,3.85,3.85,0.0,0.0
David Guetta – Ring The Alarm (Remixes)Otosan – Jump Up,1,3.85,3.85,0.0,0.0
U R,1,3.85,3.85,0.0,0.0
Elanese – Stronger,1,3.85,3.85,0.0,0.0
Blizzard –,1,3.85,3.85,0.0,0.0
Pax Impera,1,3.85,3.85,0.0,0.0
AOTW,1,3.85,3.85,0.0,0.0
A$AP Ferg,1,3.85,3.85,0.0,0.0
“SHOTS”,1,3.85,3.85,0.0,0.0
Nicky Romero – Ups,1,3.85,3.85,0.0,0.0
EP)INF1N1TE – Enemy,1,3.85,3.85,0.0,0.0
WARM,1,3.85,3.85,0.0,0.0
Voltaxx – Sunglasses At Night,1,3.85,3.85,0.0,0.0
BC – Shambhala,1,3.85,3.85,0.0,0.0
Richard Fraioli! What’s,1,3.85,3.85,0.0,0.0
My manager’s,1,3.85,3.85,0.0,0.0
Dragonette,1,3.85,3.85,0.0,0.0
Sadko,1,3.85,3.85,0.0,0.0
What Is ItKygo,1,3.85,3.85,0.0,0.0
BC @ Fortune,1,3.85,3.85,0.0,0.0
Love Letters –,1,3.85,3.85,0.0,0.0
Sh*tELOHIM – The Wave (Louis the Child Remix)Ex-Driver,1,3.85,3.85,0.0,0.0
HAPOLY,1,3.85,3.85,0.0,0.0
Zookeepers,1,3.85,3.85,0.0,0.0
Jantine –,1,3.85,3.85,0.0,0.0
MC Pikachu –,1,3.85,3.85,0.0,0.0
Glynne – Thursday,1,3.85,3.85,0.0,0.0
These Machines,1,3.85,3.85,0.0,0.0
Niki Darling – Something In Our LifeMax Lean,1,3.85,3.85,0.0,0.0
Shuuk Remix)Mike Perry,1,3.85,3.85,0.0,0.0
Dimitri Vangelis,1,3.85,3.85,0.0,0.0
Wyman,1,3.85,3.85,0.0,0.0
Ten Times,1,3.85,3.85,0.0,0.0
BangaloremusicbyLUKAS – GreatestNick,1,3.85,3.85,0.0,0.0
Devin – Summer,1,3.85,3.85,0.0,0.0
Larsema – Where We GoPurple Disco Machine – Body Funk (,1,3.85,3.85,0.0,0.0
– Between The Lines,1,3.85,3.85,0.0,0.0
Highasakite – Free,1,3.85,3.85,0.0,0.0
Rush – Rhythm Of The,1,3.85,3.85,0.0,0.0
Lost Boys,1,3.85,3.85,0.0,0.0
Aptly,1,3.85,3.85,0.0,0.0
Couchella,1,3.85,3.85,0.0,0.0
The ShowTwo Friends,1,3.85,3.85,0.0,0.0
Shermanology –,1,3.85,3.85,0.0,0.0
DJ Junior,1,3.85,3.85,0.0,0.0
MylOK,1,3.85,3.85,0.0,0.0
Niall Horan’s,1,3.85,3.85,0.0,0.0
MNEK,1,3.85,3.85,0.0,0.0
Hailee Steinfeld’s,1,3.85,3.85,0.0,0.0
Summon,1,3.85,3.85,0.0,0.0
DJ Equipment,1,3.85,3.85,0.0,0.0
Islam,1,3.85,3.85,0.0,0.0
MR.,1,3.85,3.85,0.0,0.0
Submissions,1,3.85,3.85,0.0,0.0
Next Life,1,3.85,3.85,0.0,0.0
MO –,1,3.85,3.85,0.0,0.0
"Lost
Frequencies",1,3.85,3.85,0.0,0.0
Klingande,1,3.85,3.85,0.0,0.0
Cuebrick,1,3.85,3.85,0.0,0.0
Maliha,1,3.85,3.85,0.0,0.0
Funk,1,3.85,3.85,0.0,0.0
Reggae,1,3.85,3.85,0.0,0.0
Harlem Gospel Choir,1,3.85,3.85,0.0,0.0
BXRBER,1,3.85,3.85,0.0,0.0
NY –,1,3.85,3.85,0.0,0.0
NY – Kings Theatre,1,3.85,3.85,0.0,0.0
MO – The Pageant*May,1,3.85,3.85,0.0,0.0
AL – Hangout FestMay 18th – Kansas City,1,3.85,3.85,0.0,0.0
Joe Stone,1,3.85,3.85,0.0,0.0
Armando,1,3.85,3.85,0.0,0.0
Blanke –,1,3.85,3.85,0.0,0.0
Canis MajorATLiens,1,3.85,3.85,0.0,0.0
Boeckner’s,1,3.85,3.85,0.0,0.0
– Winnipeg,1,3.85,3.85,0.0,0.0
BC @ Upstairs,1,3.85,3.85,0.0,0.0
ICE-T,1,3.85,3.85,0.0,0.0
Baby Shark,1,3.85,3.85,0.0,0.0
kicked,1,3.85,3.85,0.0,0.0
Gud Vibrations,1,3.85,3.85,0.0,0.0
Albums’s,1,3.85,3.85,0.0,0.0
! Build,1,3.85,3.85,0.0,0.0
Morgan Page,1,3.85,3.85,0.0,0.0
Improved,1,3.85,3.85,0.0,0.0
Improved Camp,1,3.85,3.85,0.0,0.0
✅ Swipe,1,3.85,3.85,0.0,0.0
Chainsmoker,1,3.85,3.85,0.0,0.0
Bounce Generation,1,3.85,3.85,0.0,0.0
T – Burial,1,3.85,3.85,0.0,0.0
Electric Zoo ,1,3.85,3.85,0.0,0.0
All My Friends,1,3.85,3.85,0.0,0.0
EVOLVED,1,3.85,3.85,0.0,0.0
Tim Baresko – Some More (EP)Simon Field – Shake The Tree (Remixes,1,3.85,3.85,0.0,0.0
Kris,1,3.85,3.85,0.0,0.0
! Thanks,1,3.85,3.85,0.0,0.0
CURE,1,3.85,3.85,0.0,0.0
Redondo – Make Your Move (Endor Remix)Armin Van Buuren,1,3.85,3.85,0.0,0.0
NL – We Are ElectricJuly,1,3.85,3.85,0.0,0.0
UT – Bonanza CampoutJune,1,3.85,3.85,0.0,0.0
– Chicago,1,3.85,3.85,0.0,0.0
Doors,1,3.85,3.85,0.0,0.0
Mauro Venti – Alarm,1,3.85,3.85,0.0,0.0
EP)Sammy W,1,3.85,3.85,0.0,0.0
Tobus –,1,3.85,3.85,0.0,0.0
Peace,1,3.85,3.85,0.0,0.0
! More,1,3.85,3.85,0.0,0.0
Bradley’s,1,3.85,3.85,0.0,0.0
Kody – I Feel,1,3.85,3.85,0.0,0.0
Ortzy,1,3.85,3.85,0.0,0.0
Felly – At,1,3.85,3.85,0.0,0.0
Exolight – After,1,3.85,3.85,0.0,0.0
